Epoch 1/200, training Loss: 0.4280 Acc: 0.8938, validation Loss: 0.3952 Acc: 0.9297, Time 0m 58s
Epoch 81/200, training Loss: 0.4408 Acc: 0.8704, validation Loss: 0.3951 Acc: 0.9323, Time 0m 58s
Epoch 82/200, training Loss: 0.4377 Acc: 0.8801, validation Loss: 0.3952 Acc: 0.9323, Time 0m 58s
Epoch 83/200, training Loss: 0.4279 Acc: 0.8899, validation Loss: 0.3947 Acc: 0.9297, Time 0m 58s
Epoch 84/200, training Loss: 0.4348 Acc: 0.8866, validation Loss: 0.3947 Acc: 0.9323, Time 0m 58s
Epoch 85/200, training Loss: 0.4363 Acc: 0.8853, validation Loss: 0.3957 Acc: 0.9323, Time 0m 58s
Epoch 86/200, training Loss: 0.4293 Acc: 0.8834, validation Loss: 0.3949 Acc: 0.9323, Time 0m 58s
Epoch 87/200, training Loss: 0.4407 Acc: 0.8730, validation Loss: 0.3950 Acc: 0.9323, Time 0m 58s
Epoch 88/200, training Loss: 0.4301 Acc: 0.8893, validation Loss: 0.3945 Acc: 0.9323, Time 0m 58s
Epoch 89/200, training Loss: 0.4295 Acc: 0.8866, validation Loss: 0.3946 Acc: 0.9323, Time 0m 58s
Epoch 90/200, training Loss: 0.4431 Acc: 0.8697, validation Loss: 0.3950 Acc: 0.9323, Time 0m 58s
Epoch 91/200, training Loss: 0.4324 Acc: 0.8873, validation Loss: 0.3945 Acc: 0.9323, Time 0m 58s
Epoch 92/200, training Loss: 0.4364 Acc: 0.8795, validation Loss: 0.3946 Acc: 0.9297, Time 0m 58s
Epoch 93/200, training Loss: 0.4337 Acc: 0.8860, validation Loss: 0.3942 Acc: 0.9297, Time 0m 58s
Epoch 94/200, training Loss: 0.4317 Acc: 0.8866, validation Loss: 0.3951 Acc: 0.9297, Time 0m 58s
Epoch 95/200, training Loss: 0.4331 Acc: 0.8756, validation Loss: 0.3963 Acc: 0.9323, Time 0m 58s
Epoch 96/200, training Loss: 0.4321 Acc: 0.8827, validation Loss: 0.3949 Acc: 0.9323, Time 0m 58s
Epoch 97/200, training Loss: 0.4323 Acc: 0.8893, validation Loss: 0.3946 Acc: 0.9297, Time 0m 58s
Epoch 98/200, training Loss: 0.4327 Acc: 0.8847, validation Loss: 0.3947 Acc: 0.9297, Time 0m 58s
Epoch 99/200, training Loss: 0.4285 Acc: 0.8938, validation Loss: 0.3951 Acc: 0.9323, Time 0m 58s
Epoch 100/200, training Loss: 0.4353 Acc: 0.8769, validation Loss: 0.3947 Acc: 0.9323, Time 0m 58s
Epoch 101/200, training Loss: 0.4310 Acc: 0.8860, validation Loss: 0.3942 Acc: 0.9297, Time 0m 58s
Epoch 102/200, training Loss: 0.4308 Acc: 0.8847, validation Loss: 0.3945 Acc: 0.9297, Time 0m 58s
Epoch 103/200, training Loss: 0.4326 Acc: 0.8886, validation Loss: 0.3953 Acc: 0.9323, Time 0m 58s
Epoch 104/200, training Loss: 0.4383 Acc: 0.8801, validation Loss: 0.3945 Acc: 0.9297, Time 0m 58s
Epoch 105/200, training Loss: 0.4371 Acc: 0.8814, validation Loss: 0.3948 Acc: 0.9323, Time 0m 58s
Epoch 106/200, training Loss: 0.4314 Acc: 0.8814, validation Loss: 0.3948 Acc: 0.9323, Time 0m 58s
Epoch 107/200, training Loss: 0.4263 Acc: 0.8899, validation Loss: 0.3945 Acc: 0.9297, Time 0m 58s
Epoch 108/200, training Loss: 0.4355 Acc: 0.8821, validation Loss: 0.3953 Acc: 0.9323, Time 0m 58s
Epoch 109/200, training Loss: 0.4310 Acc: 0.8873, validation Loss: 0.3956 Acc: 0.9323, Time 0m 58s
Epoch 110/200, training Loss: 0.4366 Acc: 0.8814, validation Loss: 0.3950 Acc: 0.9323, Time 0m 58s
Epoch 111/200, training Loss: 0.4345 Acc: 0.8795, validation Loss: 0.3949 Acc: 0.9323, Time 0m 58s
Epoch 112/200, training Loss: 0.4448 Acc: 0.8664, validation Loss: 0.3954 Acc: 0.9323, Time 0m 58s
Epoch 113/200, training Loss: 0.4316 Acc: 0.8899, validation Loss: 0.3947 Acc: 0.9323, Time 0m 58s
Epoch 114/200, training Loss: 0.4291 Acc: 0.8906, validation Loss: 0.3947 Acc: 0.9323, Time 0m 58s
Epoch 115/200, training Loss: 0.4362 Acc: 0.8860, validation Loss: 0.3939 Acc: 0.9297, Time 0m 58s
Epoch 116/200, training Loss: 0.4349 Acc: 0.8769, validation Loss: 0.3954 Acc: 0.9323, Time 0m 58s
Epoch 117/200, training Loss: 0.4300 Acc: 0.8827, validation Loss: 0.3958 Acc: 0.9323, Time 0m 58s
Epoch 118/200, training Loss: 0.4332 Acc: 0.8847, validation Loss: 0.3945 Acc: 0.9297, Time 0m 58s
Epoch 119/200, training Loss: 0.4304 Acc: 0.8879, validation Loss: 0.3943 Acc: 0.9297, Time 0m 58s
Epoch 120/200, training Loss: 0.4365 Acc: 0.8840, validation Loss: 0.3943 Acc: 0.9297, Time 0m 58s
Epoch 121/200, training Loss: 0.4364 Acc: 0.8769, validation Loss: 0.3945 Acc: 0.9323, Time 0m 58s
Epoch 122/200, training Loss: 0.4290 Acc: 0.8899, validation Loss: 0.3945 Acc: 0.9297, Time 0m 58s
Epoch 123/200, training Loss: 0.4340 Acc: 0.8834, validation Loss: 0.3936 Acc: 0.9297, Time 0m 58s
Epoch 124/200, training Loss: 0.4368 Acc: 0.8808, validation Loss: 0.3938 Acc: 0.9297, Time 0m 58s
Epoch 125/200, training Loss: 0.4320 Acc: 0.8866, validation Loss: 0.3947 Acc: 0.9297, Time 0m 58s
Epoch 126/200, training Loss: 0.4294 Acc: 0.8853, validation Loss: 0.3952 Acc: 0.9323, Time 0m 58s
Epoch 127/200, training Loss: 0.4291 Acc: 0.8899, validation Loss: 0.3946 Acc: 0.9323, Time 0m 58s
Epoch 128/200, training Loss: 0.4264 Acc: 0.8899, validation Loss: 0.3945 Acc: 0.9297, Time 0m 58s
Epoch 129/200, training Loss: 0.4355 Acc: 0.8847, validation Loss: 0.3947 Acc: 0.9323, Time 0m 58s
Epoch 130/200, training Loss: 0.4367 Acc: 0.8808, validation Loss: 0.3948 Acc: 0.9323, Time 0m 58s
Epoch 131/200, training Loss: 0.4348 Acc: 0.8853, validation Loss: 0.3943 Acc: 0.9297, Time 0m 58s
Epoch 132/200, training Loss: 0.4336 Acc: 0.8834, validation Loss: 0.3940 Acc: 0.9297, Time 0m 58s
Epoch 133/200, training Loss: 0.4295 Acc: 0.8899, validation Loss: 0.3944 Acc: 0.9297, Time 0m 58s
Epoch 134/200, training Loss: 0.4406 Acc: 0.8769, validation Loss: 0.3948 Acc: 0.9323, Time 0m 58s
Epoch 135/200, training Loss: 0.4299 Acc: 0.8840, validation Loss: 0.3946 Acc: 0.9323, Time 0m 58s
Epoch 136/200, training Loss: 0.4290 Acc: 0.8899, validation Loss: 0.3946 Acc: 0.9297, Time 0m 58s
Epoch 137/200, training Loss: 0.4342 Acc: 0.8866, validation Loss: 0.3949 Acc: 0.9297, Time 0m 58s
Epoch 138/200, training Loss: 0.4321 Acc: 0.8879, validation Loss: 0.3955 Acc: 0.9323, Time 0m 58s
Epoch 139/200, training Loss: 0.4369 Acc: 0.8808, validation Loss: 0.3952 Acc: 0.9323, Time 0m 58s
Epoch 140/200, training Loss: 0.4373 Acc: 0.8795, validation Loss: 0.3954 Acc: 0.9323, Time 0m 58s
Epoch 141/200, training Loss: 0.4285 Acc: 0.8925, validation Loss: 0.3954 Acc: 0.9323, Time 0m 58s
Epoch 142/200, training Loss: 0.4322 Acc: 0.8893, validation Loss: 0.3954 Acc: 0.9323, Time 0m 58s
Epoch 143/200, training Loss: 0.4285 Acc: 0.8879, validation Loss: 0.3951 Acc: 0.9323, Time 0m 58s
Epoch 144/200, training Loss: 0.4325 Acc: 0.8853, validation Loss: 0.3944 Acc: 0.9323, Time 0m 58s
Epoch 145/200, training Loss: 0.4320 Acc: 0.8847, validation Loss: 0.3951 Acc: 0.9323, Time 0m 58s
Epoch 146/200, training Loss: 0.4315 Acc: 0.8879, validation Loss: 0.3952 Acc: 0.9323, Time 0m 58s
Epoch 147/200, training Loss: 0.4291 Acc: 0.8971, validation Loss: 0.3949 Acc: 0.9323, Time 0m 58s
Epoch 148/200, training Loss: 0.4334 Acc: 0.8873, validation Loss: 0.3947 Acc: 0.9323, Time 0m 58s
Epoch 149/200, training Loss: 0.4245 Acc: 0.8945, validation Loss: 0.3947 Acc: 0.9323, Time 0m 58s
Epoch 150/200, training Loss: 0.4278 Acc: 0.8951, validation Loss: 0.3950 Acc: 0.9323, Time 0m 58s
Epoch 151/200, training Loss: 0.4314 Acc: 0.8886, validation Loss: 0.3948 Acc: 0.9323, Time 0m 58s
Epoch 152/200, training Loss: 0.4350 Acc: 0.8821, validation Loss: 0.3946 Acc: 0.9323, Time 0m 58s
Epoch 153/200, training Loss: 0.4255 Acc: 0.8932, validation Loss: 0.3950 Acc: 0.9323, Time 0m 58s
Epoch 154/200, training Loss: 0.4328 Acc: 0.8853, validation Loss: 0.3947 Acc: 0.9323, Time 0m 58s
Epoch 155/200, training Loss: 0.4376 Acc: 0.8795, validation Loss: 0.3939 Acc: 0.9297, Time 0m 58s
Epoch 156/200, training Loss: 0.4314 Acc: 0.8866, validation Loss: 0.3946 Acc: 0.9297, Time 0m 58s
Epoch 157/200, training Loss: 0.4420 Acc: 0.8697, validation Loss: 0.3943 Acc: 0.9297, Time 0m 58s
Epoch 158/200, training Loss: 0.4299 Acc: 0.8945, validation Loss: 0.3943 Acc: 0.9323, Time 0m 58s
Epoch 159/200, training Loss: 0.4328 Acc: 0.8879, validation Loss: 0.3948 Acc: 0.9297, Time 0m 58s
Epoch 160/200, training Loss: 0.4322 Acc: 0.8834, validation Loss: 0.3943 Acc: 0.9297, Time 0m 58s
Epoch 161/200, training Loss: 0.4305 Acc: 0.8879, validation Loss: 0.3953 Acc: 0.9323, Time 0m 58s
Epoch 162/200, training Loss: 0.4353 Acc: 0.8801, validation Loss: 0.3949 Acc: 0.9297, Time 0m 58s
Epoch 163/200, training Loss: 0.4320 Acc: 0.8840, validation Loss: 0.3946 Acc: 0.9323, Time 0m 58s
Epoch 164/200, training Loss: 0.4298 Acc: 0.8938, validation Loss: 0.3950 Acc: 0.9323, Time 0m 58s
Epoch 165/200, training Loss: 0.4346 Acc: 0.8808, validation Loss: 0.3953 Acc: 0.9323, Time 0m 58s
Epoch 166/200, training Loss: 0.4263 Acc: 0.8951, validation Loss: 0.3953 Acc: 0.9323, Time 0m 58s
Epoch 167/200, training Loss: 0.4310 Acc: 0.8906, validation Loss: 0.3950 Acc: 0.9323, Time 0m 58s
Epoch 168/200, training Loss: 0.4307 Acc: 0.8879, validation Loss: 0.3950 Acc: 0.9323, Time 0m 58s
Epoch 169/200, training Loss: 0.4363 Acc: 0.8775, validation Loss: 0.3947 Acc: 0.9323, Time 0m 58s
Epoch 170/200, training Loss: 0.4385 Acc: 0.8762, validation Loss: 0.3950 Acc: 0.9323, Time 0m 58s
Epoch 171/200, training Loss: 0.4271 Acc: 0.8951, validation Loss: 0.3941 Acc: 0.9297, Time 0m 58s
Epoch 172/200, training Loss: 0.4352 Acc: 0.8808, validation Loss: 0.3942 Acc: 0.9297, Time 0m 58s
Epoch 173/200, training Loss: 0.4301 Acc: 0.8847, validation Loss: 0.3950 Acc: 0.9323, Time 0m 58s
Epoch 174/200, training Loss: 0.4357 Acc: 0.8821, validation Loss: 0.3944 Acc: 0.9297, Time 0m 58s
Epoch 175/200, training Loss: 0.4375 Acc: 0.8808, validation Loss: 0.3949 Acc: 0.9323, Time 0m 58s
Epoch 176/200, training Loss: 0.4390 Acc: 0.8775, validation Loss: 0.3947 Acc: 0.9323, Time 0m 58s
Epoch 177/200, training Loss: 0.4330 Acc: 0.8834, validation Loss: 0.3939 Acc: 0.9297, Time 0m 58s
Epoch 178/200, training Loss: 0.4310 Acc: 0.8840, validation Loss: 0.3950 Acc: 0.9323, Time 0m 58s
Epoch 179/200, training Loss: 0.4324 Acc: 0.8853, validation Loss: 0.3961 Acc: 0.9323, Time 0m 58s
Epoch 180/200, training Loss: 0.4301 Acc: 0.8873, validation Loss: 0.3961 Acc: 0.9323, Time 0m 58s
Epoch 181/200, training Loss: 0.4309 Acc: 0.8938, validation Loss: 0.3950 Acc: 0.9297, Time 0m 58s
Epoch 182/200, training Loss: 0.4284 Acc: 0.8912, validation Loss: 0.3950 Acc: 0.9323, Time 0m 58s
Epoch 183/200, training Loss: 0.4341 Acc: 0.8840, validation Loss: 0.3952 Acc: 0.9323, Time 0m 58s
Epoch 184/200, training Loss: 0.4320 Acc: 0.8860, validation Loss: 0.3950 Acc: 0.9323, Time 0m 58s
Epoch 185/200, training Loss: 0.4314 Acc: 0.8860, validation Loss: 0.3945 Acc: 0.9297, Time 0m 58s
Epoch 186/200, training Loss: 0.4305 Acc: 0.8906, validation Loss: 0.3946 Acc: 0.9297, Time 0m 58s
Epoch 187/200, training Loss: 0.4353 Acc: 0.8821, validation Loss: 0.3941 Acc: 0.9297, Time 0m 58s
Epoch 188/200, training Loss: 0.4257 Acc: 0.8984, validation Loss: 0.3942 Acc: 0.9323, Time 0m 58s
Epoch 189/200, training Loss: 0.4379 Acc: 0.8782, validation Loss: 0.3949 Acc: 0.9323, Time 0m 58s
Epoch 190/200, training Loss: 0.4321 Acc: 0.8886, validation Loss: 0.3954 Acc: 0.9323, Time 0m 58s
Epoch 191/200, training Loss: 0.4286 Acc: 0.8919, validation Loss: 0.3957 Acc: 0.9323, Time 0m 58s
Epoch 192/200, training Loss: 0.4239 Acc: 0.8919, validation Loss: 0.3951 Acc: 0.9323, Time 0m 58s
Epoch 193/200, training Loss: 0.4302 Acc: 0.8879, validation Loss: 0.3944 Acc: 0.9297, Time 0m 58s
Epoch 194/200, training Loss: 0.4470 Acc: 0.8710, validation Loss: 0.3948 Acc: 0.9323, Time 0m 58s
Epoch 195/200, training Loss: 0.4325 Acc: 0.8853, validation Loss: 0.3947 Acc: 0.9297, Time 0m 58s
Epoch 196/200, training Loss: 0.4269 Acc: 0.8945, validation Loss: 0.3944 Acc: 0.9297, Time 0m 58s
Epoch 197/200, training Loss: 0.4303 Acc: 0.8879, validation Loss: 0.3946 Acc: 0.9323, Time 0m 58s
Epoch 198/200, training Loss: 0.4348 Acc: 0.8801, validation Loss: 0.3953 Acc: 0.9323, Time 0m 58s
Epoch 199/200, training Loss: 0.4401 Acc: 0.8801, validation Loss: 0.3942 Acc: 0.9297, Time 0m 58s
Epoch 200/200, training Loss: 0.4344 Acc: 0.8788, validation Loss: 0.3942 Acc: 0.9297, Time 0m 58s
Time 192m 32s
Best val Acc: 0.932292
